cik,fiscal_year_end,industry_name,sector_name,lat,lng,Issuer Name,Issuer Ticker,Firm ID,Firm Name,Firm Issuing State,Firm Issuing City,Engagement Partner ID,Engagement Partner Name,filing_date,business_state
790526,1231,Services-medical laboratories,Health services,34.0493282,-118.4475925,"RadNet, Inc.",RDNT,42,Ernst & Young LLP,California,Los Angeles,4200990,Mary Garrett,4/8/2019,CA
1413488,831,"Biological products, (no disgnostic substances)",Chemicals and allied products,34.0496623,-118.254152,"MCTC Holdings, Inc.",MCTC,6285,"Boyle CPA, LLC",New Jersey,Bayville,628503320,Robert Boyle,10/21/2019,CA
727273,1231,Water supply,"Electric, gas, and sanitary services",34.0497206,-118.2556317,CADIZ INC,CDZI,238,PricewaterhouseCoopers LLP,California,Los Angeles,23800007,Daniel Ryan McGill,4/1/2019,CA
86759,630,Real estate,Real estate,34.0497525,-118.4593418,Santa Fe Financial Corporation,SFEF,659,Moss Adams LLP,California,Irvine,65900157,Lawrence Schultz,9/20/2019,CA
79661,630,Land subdividers & developers (no cemeteries),Real estate,34.0497525,-118.4593418,"Portsmouth Square, Inc.",PRSI,659,Moss Adams LLP,California,Irvine,65900157,Lawrence Schultz,9/20/2019,CA
69422,630,Operators of apartment buildings,Real estate,34.0497525,-118.4593418,The Intergroup Corporation,INTG,659,Moss Adams LLP,California,Irvine,65900157,Lawrence Schultz,9/20/2019,CA
1571283,1231,Real estate investment trusts,Holding and other investment offices,34.0497525,-118.4593418,"Rexford Industrial Realty, Inc.",REXR; REXR.PA; REXR.PC,42,Ernst & Young LLP,California,Los Angeles,4202556,Kurt Rieck,2/27/2020,CA
92108,1231,Natural gas transmission,"Electric, gas, and sanitary services",34.0501771,-118.2531586,SOUTHERN CALIFORNIA GAS CO,SRE2,34,Deloitte &  Touche LLP,California,San Diego,3410999,Greg Seelagy,3/23/2020,CA
1722010,1231,State commercial banks,Depository institutions,34.0503893,-118.2612961,OP Bancorp,OPBK,173,Crowe LLP,California,Los Angeles,17300663,Raymond Calvey,3/18/2019,CA
1510518,930,Medicinal chemicals & botanical products,Chemicals and allied products,34.0508105,-118.2592862,Genufood Energy Enzymes Corporation,GFOO,6182,DYH & Company,California,Brea,618200001,David Hu,1/25/2020,CA
1496264,1231,Real estate,Real estate,34.0510935,-118.4602088,"Hudson Pacific Properties, LP.",NA,42,Ernst & Young LLP,California,Los Angeles,4200565,David Cormack,3/6/2020,CA
1482512,1231,Real estate,Real estate,34.0510935,-118.4602088,"Hudson Pacific Properties, Inc.",HPP; HPP.PB,42,Ernst & Young LLP,California,Los Angeles,4200565,David Cormack,3/6/2020,CA
1547996,1231,Air-cond & warm air heatg equip & comm & indl refrig equip,Industrial machinery and equipment,34.0511086,-118.2544343,"Notis Global, Inc.",NGBL,3627,"Sadler, Gibb & Associates, LLC",Utah,Salt Lake City,362700001,Chad Sadler,12/11/2019,CA
1726711,1231,Pharmaceutical preparations,Chemicals and allied products,34.0512174,-117.259557,"Aditx Therapeutics, Inc.",ADTX,3501,DBBMCKENNON,California,Newport Beach,350100003,David Gosselin,2/25/2020,CA
1455650,1231,Real estate investment trusts,Holding and other investment offices,34.0514008,-118.2569403,N1 Liquidating Trust,NA,688,Marcum LLP,Pennsylvania,Philadelphia,68800154,Lawrence Montgomery,4/24/2019,CA
1679688,1231,Real estate investment trusts,Holding and other investment offices,34.0514008,-118.2569403,"Colony Capital, Inc.",CLNY; CLNY.PA; CLNY.PB; CLNY.PC; 9720B; CLNS.PA; CLNS.PE; CLNS.PB; CLNS.PH; CLNS.PG; CLNS.PF; CLNS.PD; CLNS.PC; CLNS.PI; CLNS.PJ,42,Ernst & Young LLP,California,Los Angeles,4200565,David Cormack,3/18/2020,CA
1717547,1231,Real estate investment trusts,Holding and other investment offices,34.0514008,-118.2569403,"Colony Credit Real Estate, Inc.",CLNC,42,Ernst & Young LLP,New York,New York,4202161,Barry Moss,3/12/2020,CA
861884,1231,Wholesale-metals service centers & offices,Wholesale trade--durable goods,34.0514719,-118.2516573,Reliance Steel & Aluminum Co.,RS,185,KPMG LLP,California,Los Angeles,18500033,Michelle Wroan,3/23/2020,CA
1138118,1231,Real estate,Real estate,34.0516069,-118.2536324,"CBRE Group, Inc.",CBRE,185,KPMG LLP,California,Los Angeles,18500022,Stuart McMullen,4/5/2019,CA
1713832,1231,Services-auto rental & leasing (no drivers),"Automotive repair, services, and parking",34.0521592,-118.2527537,"HyreCar, Inc.",HYRE,3501,DBBMCKENNON,California,Newport Beach,350100003,David Gosselin,4/3/2019,CA
1499422,1231,State commercial banks,Depository institutions,34.0525613,-118.2627151,RBB Bancorp,RBB,45,"Vavrinek, Trine, Day & Co., LLP",California,Laguna Hills,4509104,Lynelle Jarschke,4/18/2019,CA
1744179,1231,NA,NA,34.0528299,-118.2519101,"Oaktree Strategic Income II, Inc.",NA,42,Ernst & Young LLP,California,Los Angeles,4200896,Thomas Flannery,1/6/2020,CA
1713407,1231,Real estate investment trusts,Holding and other investment offices,34.0528299,-118.2519101,"Oaktree Real Estate Income Trust, Inc.",NA,42,Ernst & Young LLP,California,Los Angeles,4201967,James McCaulley,4/1/2019,CA
1414932,930,NA,NA,34.0529315,-118.2518765,Oaktree Specialty Lending Corporation,OCSL,42,Ernst & Young LLP,California,Los Angeles,4200896,Thomas Flannery,12/9/2019,CA
1403528,1231,Investment advice,"Security, commodity brokers, and services",34.0529315,-118.2518765,"Oaktree Capital Group, LLC",OKCMZ; OAK; OAK.PA; OAK.PB,42,Ernst & Young LLP,California,Los Angeles,4200896,Thomas Flannery,3/17/2020,CA
1773751,1231,Blank checks,Holding and other investment offices,34.0529315,-118.2518765,Oaktree Acquisition Corp.,OAC.U; 9309B; OAC.WT; OAC,100,"WithumSmith+Brown, PC",New York,New York,10001100,Marc Silverman,3/28/2020,CA
1577791,930,NA,NA,34.0529315,-118.2518765,Oaktree Strategic Income Corporation,OCSI,42,Ernst & Young LLP,California,Los Angeles,4200896,Thomas Flannery,12/9/2019,CA
799698,1231,"Biological products, (no disgnostic substances)",Chemicals and allied products,34.0531019,-118.4663682,CytRx Corporation,CYTR,243,"BDO USA, LLP",California,Los Angeles,24311565,Nathaniel Dick,4/1/2019,CA
92103,1231,Electric services,"Electric, gas, and sanitary services",34.0539466,-118.0808098,SOUTHERN CALIFORNIA EDISON CO,EIX1; SCE.PB; SCE.PC; SCE.PD; SCE.PE,238,PricewaterhouseCoopers LLP,California,Los Angeles,23800224,Sean Riley,3/17/2020,CA
827052,1231,Electric services,"Electric, gas, and sanitary services",34.0539466,-118.0808098,EDISON INTERNATIONAL,EIX,238,PricewaterhouseCoopers LLP,California,Los Angeles,23800224,Sean Riley,3/17/2020,CA
1772757,1231,Blank checks,Holding and other investment offices,34.0551746,-118.4132525,Diamond Eagle Acquisition Corp.,DEACU; 7146B; DEAC; DEACW,100,"WithumSmith+Brown, PC",New York,New York,10000350,Mark Deters,3/17/2020,CA
1801661,1231,Blank checks,Holding and other investment offices,34.0551746,-118.4132525,Flying Eagle Acquisition Corp.,FEAC.U,100,"WithumSmith+Brown, PC",New York,New York,10000350,Mark Deters,3/19/2020,CA
1302215,331,Investment advice,"Security, commodity brokers, and services",34.0571801,-118.4175088,"Houlihan Lokey, Inc.",HLI; 8860B,185,KPMG LLP,California,Los Angeles,18500900,Roger Yang,6/4/2019,CA
795266,1130,Operative builders,General building contractors,34.0575438,-118.4471134,KB Home,KBH; KBS,42,Ernst & Young LLP,California,Los Angeles,4202569,Marc Roberts,1/31/2020,CA
1169988,1231,"Communications services, nec",Communications,34.0578191,-118.4460183,"BOINGO WIRELESS, INC.",WIFI,238,PricewaterhouseCoopers LLP,California,Los Angeles,23800293,Stephanie Hewlett,3/19/2020,CA
1503458,1231,Crude petroleum & natural gas,Oil and gas extraction,34.0580457,-118.4450372,"Foothills Exploration Inc.
",NA,587,RBSM LLP,Nevada,HENDERSON,58700006,MARLENE HUTCHESON,5/5/2019,CA
1176948,1231,Investment advice,"Security, commodity brokers, and services",34.0581895,-118.4146216,Ares Management Corporation,ARES; ARES.PA,42,Ernst & Young LLP,California,Los Angeles,4200394,Witcliff Cammock,3/20/2020,CA
1487712,1231,"Services-equipment rental & leasing, nec",Business services,34.0581895,-118.4146216,Air Lease Corporation,AL; 2280B; AL.PA,185,KPMG LLP,California,Los Angeles,18500919,Trenton Eisenman,3/3/2020,CA
1386570,1231,Medicinal chemicals & botanical products,Chemicals and allied products,34.0583293,-118.4441474,ChromaDex Corp.,CDXC,688,Marcum LLP,New York,New York,68800125,Edward Bechold,3/16/2020,CA
1401667,1231,Pharmaceutical preparations,Chemicals and allied products,34.0586531,-118.4431374,"Puma Biotechnology, Inc.",PBYI,185,KPMG LLP,California,Los Angeles,18500934,Thomas Klockner,3/23/2020,CA
1205181,1231,X-ray apparatus & tubes & related irradiation apparatus,Instruments and related products,34.0588444,-118.4421313,"Imaging3, Inc.",GPFT,468,"Rose, Snyder & Jacobs LLP",California,Encino,46800001,Stephane Vachon,4/16/2019,CA
868857,930,Services-engineering services,Engineering and management services,34.0588788,-118.4171318,AECOM,ACM,42,Ernst & Young LLP,California,Los Angeles,4201821,Keith Lupton,12/2/2019,CA
1642159,1231,Retail-jewelry stores,Miscellaneous retail,34.0589911,-118.3914918,Reign Sapphire Inc Corp,NA,6324,"Benjamin & Young, LLP",California,Anaheim,632400001,Benjamin Chung,7/22/2019,CA
1527728,630,Pharmaceutical preparations,Chemicals and allied products,34.059204,-118.4112915,"Enochian Biosciences, Inc.",ENOB,3627,"Sadler, Gibb & Associates, LLC",Utah,Salt Lake City,362700001,Chad Sadler,10/23/2019,CA
1177702,1231,Trucking (no local),Motor freight transportation and warehousing,34.0592304,-84.1669679,"Saia, Inc.",SAIA,185,KPMG LLP,Georgia,Atlanta,18500679,Ryan Godbey,3/17/2020,GA
1438943,331,Services-commercial physical & biological research,Engineering and management services,34.0596187,-118.4177612,"Vitality Biopharma, Inc.",VBIO,572,"Weinberg & Company, P.A.",California,Los Angeles,57200002,John Lucas,7/17/2019,CA
56679,430,Services-employment agencies,Business services,34.0603126,-118.4166435,Korn Ferry,KFY,42,Ernst & Young LLP,California,Los Angeles,4202235,Patrick Niemann,7/29/2019,CA
1680237,630,Lumber & wood products (no furniture),Lumber and wood products,34.0603126,-118.4166435,Jasmin Corp.,NA,457,Haynie & Company,Utah,Salt Lake City,45763853,Richard Fleischman,8/20/2019,CA
1687065,831,Bottled & canned soft drinks & carbonated waters,Food and kindred products,34.0603126,-118.4166435,"China WuYi Mountain, Ltd.",NA,2716,PLS CPA A PROFESSIONAL CORPORATION,California,San Diego,271600002,Juchi Fernandez,2/8/2019,CA
1487197,1231,"Canned, frozen & preservd fruit, veg & food specialties",Food and kindred products,34.0605163,-118.3036379,"Barfresh Food Group, Inc.",BRFH,286,Eide Bailly LLP,Colorado,Denver,28606794,Brian Callahan,4/2/2019,CA
1109242,1231,National commercial banks,Depository institutions,34.0612141,-118.3050078,Hanmi Financial Corporation,HAFC,173,Crowe LLP,California,Los Angeles,17300663,Raymond Calvey,3/9/2020,CA
1517389,228,Services-computer programming services,Business services,34.0613026,-118.2910184,"Jubilant Flame International, Ltd",NA,6167,"Thayer O'Neal Company, LLC",Texas,Houston,616700003,Iqbal Safdar,5/24/2019,CA
1128361,1231,National commercial banks,Depository institutions,34.061458,-118.2919856,"Hope Bancorp, Inc.",HOPE,173,Crowe LLP,California,Los Angeles,17320262,Salvatore Inserra,3/9/2020,CA
1456802,1130,Real estate,Real estate,34.0615465,-118.4165385,CENTURY COBALT CORP.,CCOB,6108,"MICHAEL GILLESPIE & ASSOCIATES, PLLC",Washington,SEATTLE,610810544,MICHAEL GILLESPIE,5/30/2019,CA
1671854,1231,Blank checks,Holding and other investment offices,34.0615465,-118.4165385,Saban Capital Acquisition Corp.,SCACU; SCAC; SCACW; 7545B,185,KPMG LLP,California,Los Angeles,18500035,Anthony Kitchener,4/26/2019,CA
64996,1231,"Fire, marine & casualty insurance",Insurance carriers,34.0615725,-118.3270632,Mercury General Corporation,MCY,185,KPMG LLP,California,Los Angeles,18500570,Karen Saunders,3/10/2020,CA
1767074,1231,NA,NA,34.0616748,-118.3327258,CIM Real Assets & Credit Fund,NA,238,PricewaterhouseCoopers LLP,California,Los Angeles,23800207,Renee Sarria,3/11/2020,CA
1460702,1231,Pharmaceutical preparations,Chemicals and allied products,34.0619024,-118.4141652,"Ritter Pharmaceuticals, Inc.",RTTR,199,Mayer Hoffman McCann P.C.,California,Irvine,19900027,Craig Jurecka,4/10/2019,CA
1714420,1231,Periodicals: publishing or publishing & printing,Printing and publishing,34.0621448,-118.3488898,HIGHTIMES HOLDING INC.,NA,587,RBSM LLP,California,LARKSPUR,58700005,SAM BERDE,5/27/2019,CA
861842,1231,State commercial banks,Depository institutions,34.0622589,-118.238758,Cathay General Bancorp,CATY; CATYW,185,KPMG LLP,California,Los Angeles,18500193,Brian Gordon,3/23/2020,CA
1423869,1231,State commercial banks,Depository institutions,34.062393,-118.306969,PCB Bancorp,PCB,173,Crowe LLP,California,Los Angeles,17306734,Mark Demos,3/11/2020,CA
1001171,1231,"Savings institution, federally chartered",Depository institutions,34.0624793,-118.3403954,Broadway Financial Corporation,BYFC,659,Moss Adams LLP,California,San Francisco,65900125,Tullus Miller,4/25/2019,CA
1528697,831,Wholesale-computers & peripheral equipment & software,Wholesale trade--durable goods,34.0642147,-118.3507977,Apawthecary Pets USA,NA,206,"MaloneBailey, LLP",Texas,Houston,20600004,James Thompson,12/23/2019,CA
749038,630,Electronic computers,Industrial machinery and equipment,34.0642766,-84.1660173,"CCUR Holdings, Inc.",CCUR,688,Marcum LLP,Pennsylvania,Philadelphia,68800145,John McGonigal,9/16/2019,GA
1645494,1231,Radio & tv broadcasting & communications equipment,Electrical and electronic equipment,34.0646195,-84.1549726,ARRIS INTERNATIONAL PLC,ARRS,42,Ernst & Young LLP,Georgia,Atlanta,4203097,John Utsch,3/18/2019,GA
1159275,1231,Agricultural chemicals,Chemicals and allied products,34.0650768,-117.5819991,Kiwa Bio-Tech Products Group Corp.,KWBT,711,Friedman LLP,New York,New York,71101055,Jason Tang,4/30/2019,CA
1730823,NA,Retail-catalog & mail-order houses,Miscellaneous retail,34.0650997,-118.3733621,Mycliks Inc.,NA,2851,KCCW Accountancy Corp.,California,Los Angeles,285111112,Thomas Chang,7/1/2019,CA
1735092,1231,Services-computer processing & data preparation,Business services,34.0651538,-117.5800144,"Gofba, Inc.",NA,200,Haskell & White LLP,California,Irvine,20000001,Richard Smetanka,9/4/2019,CA
814549,1231,Services-computer integrated systems design,Business services,34.0652981,-84.1738593,"Ebix, Inc.",EBIX,49,RSM US LLP,Georgia,Atlanta,4990848,Phyllis Deiso,3/16/2020,GA
820771,430,Services-motion picture & video tape distribution,Motion pictures,34.0654605,-118.3724027,Goliath Film and Media Holdings,GFMH,3627,"Sadler, Gibb & Associates, LLC",Utah,Salt Lake City,362700001,Chad Sadler,8/26/2019,CA
1586495,1231,Motor vehicle parts & accessories,Transportation equipment,34.0661351,-118.3838063,Blow & Drive Interlock Corp,NA,6324,"Benjamin & Young, LLP",California,Anaheim,632400001,Benjamin Chung,7/23/2019,CA
355573,1231,Real estate,Real estate,34.0666415,-118.3893814,Real Estates Associates Limited IV,NA,5567,"Carter & Company, CPA, LLC",Florida,Destin,556700001,Christine Carter,3/15/2020,CA
1705012,1229,Retail-eating places,Eating and drinking places,34.0666481,-118.4070454,FAT Brands Inc.,FAT,261,Hutchinson and Bloodgood LLP,California,Glendale,26100002,Mike Benneian,4/8/2019,CA
1783398,1231,Blank checks,Holding and other investment offices,34.066658,-118.4092361,"Gores Holdings IV, Inc.",GHIVU; 5666B; GHIV; GHIVW,185,KPMG LLP,Colorado,Denver,18500909,Jamaica Burke,3/6/2020,CA
1758057,1231,Blank checks,Holding and other investment offices,34.066658,-118.4092361,"Gores Metropoulos, Inc.",GMHIU; GMHI; GMHIW; 8711B,185,KPMG LLP,Colorado,Denver,18500909,Jamaica Burke,4/26/2019,CA
1133869,1231,Pharmaceutical preparations,Chemicals and allied products,34.0666722,-118.3849537,"Capricor Therapeutics, Inc.",CAPR; CAPRW,468,"Rose, Snyder & Jacobs LLP",California,Encino,46800005,Damien Pineda,4/12/2019,CA
314227,1231,Industrial organic chemicals,Chemicals and allied products,34.0667222,-118.3984646,"TOMI Environmental Solutions, Inc.",TOMZ,837,"WOLINETZ, LAFAZAN & COMPANY, CPA'S, P.C.",New York,Rockville Centre,83701576,Benson Lafazan,4/16/2019,CA
1743715,1231,NA,NA,34.0667222,-118.3984646,Solar Trail Acquisition Corp,NA,2851,KCCW Accountancy Corp.,California,Los Angeles,285111112,Thomas Chang,6/20/2019,CA
1743716,1231,NA,NA,34.0667222,-118.3984646,Saturn Trail Acquisition Corp,NA,2851,KCCW Accountancy Corp.,California,Los Angeles,285111112,Thomas Chang,6/20/2019,CA
1743722,1231,NA,NA,34.0667222,-118.3984646,Comet Trail Acquisition Corp,NA,2851,KCCW Accountancy Corp.,California,Los Angeles,285111112,Thomas Chang,6/20/2019,CA
1743713,1231,NA,NA,34.0667222,-118.3984646,Universe Trail Acquisition Corp,NA,2851,KCCW Accountancy Corp.,California,Los Angeles,285111112,Thomas Chang,6/20/2019,CA
1743721,1231,NA,NA,34.0667222,-118.3984646,Jupiter Trail Acquisition Corp,NA,2851,KCCW Accountancy Corp.,California,Los Angeles,285111112,Thomas Chang,6/20/2019,CA
1743718,1231,NA,NA,34.0667222,-118.3984646,Neptune Trail Acquisition Corp,NA,2851,KCCW Accountancy Corp.,California,Los Angeles,285111112,Thomas Chang,6/20/2019,CA
1743720,1231,NA,NA,34.0667222,-118.3984646,Mars Trail Acquisition Corp,NA,2851,KCCW Accountancy Corp.,California,Los Angeles,285111112,Thomas Chang,6/20/2019,CA
1743712,1231,NA,NA,34.0667222,-118.3984646,Venus Trail Acquisition Corp,NA,2851,KCCW Accountancy Corp.,California,Los Angeles,285111112,Thomas Chang,6/20/2019,CA
1743717,1231,NA,NA,34.0667222,-118.3984646,Pluto Trail Acquisition Corp,NA,2851,KCCW Accountancy Corp.,California,Los Angeles,285111112,Thomas Chang,6/20/2019,CA
1743719,1231,NA,NA,34.0667222,-118.3984646,Mercury Trail Acquisition Corp,NA,2851,KCCW Accountancy Corp.,California,Los Angeles,285111112,Thomas Chang,6/20/2019,CA
1672885,1231,Blank checks,Holding and other investment offices,34.0667222,-118.3984646,Doers Education Asean Ltd,NA,2851,KCCW Accountancy Corp.,California,LOS ANGELES,285111112,Thomas Chang,5/31/2019,CA
1720821,1231,"Services-engineering, accounting, research, management",Engineering and management services,34.06675,-118.409177,"Gores Holdings III, Inc.",PAE; PAEWW,185,KPMG LLP,Colorado,Denver,18500909,Jamaica Burke,4/18/2019,CA
1548240,1231,Agricultural production-crops,Agricultural production- crops,34.067324,-118.0633408,"Yew Bio-Pharm Group, Inc.",YEWB,2485,"Simon & Edward, LLP",California,DIAMOND BAR,248500002,Mei-Yao Lin-Lin,5/15/2019,CA
1408100,1231,Real estate,Real estate,34.0674823,-118.406589,"Kennedy-Wilson Holdings, Inc.",KW; KWICW,185,KPMG LLP,California,Los Angeles,18500558,Todd Refnes,3/30/2020,CA
1607549,331,Grain mill products,Food and kindred products,34.0674823,-118.406589,Applied Biosciences Corp.,APPB,572,"Weinberg & Company, P.A.",California,Los Angeles,57200001,Corey Fischer,7/19/2019,CA
1355848,1231,Services-motion picture & video tape production,Motion pictures,34.0678152,-118.3977763,"Genius Brands International, Inc.",GNUS,402,Squar Milner LLP,California,Los Angeles,40200759,Philip Casaus,4/2/2019,CA
1766363,1231,Services-amusement & recreation services,Amusement and recreational services,34.0678186,-118.403733,"Endeavor Group Holdings, Inc.",EDR,34,Deloitte &  Touche LLP,New York,New York,3410581,Darrin Stollow,5/31/2019,CA
1718500,531,"Perfumes, cosmetics & other toilet preparations",Chemicals and allied products,34.0678256,-118.0626091,Reviv3 Procare Company,NA,106,"Salberg & Company, P.A.",Florida,Boca Raton,10600001,Scott Salberg,8/9/2019,CA
1497649,930,Metal mining,Metal mining,34.0692636,-118.4050802,Graphene & Solar Technologies Ltd,GSTX,6117,"Heaton & Company, PLLC",Utah,Farmington,611700001,Kristofer Heaton,2/27/2020,CA
1694688,1031,Wholesale-misc durable goods,Wholesale trade--durable goods,34.0698858,-118.404944,XPLOSION INC,NA,6080,"Green & Company CPAs, LLC",Florida,TAMP,608000007,TRAVIS GREEN,4/6/2019,CA
890821,1231,Semiconductors & related devices,Electrical and electronic equipment,34.0711909,-84.1618964,Ameri Holdings Inc,AMRH; AMRHW,5814,RAM ASSOCIATES,New Jersey,Hamilton,581408619,K Parameswara,6/28/2019,GA
354647,1231,State commercial banks,Depository institutions,34.0712811,-117.5766105,CVB Financial Corp.,CVBF,185,KPMG LLP,California,Los Angeles,18500570,Karen Saunders,3/7/2019,CA
1296435,1231,Paper mills,Paper and allied products,34.0726957,-84.2602267,Neenah Inc,NP,34,Deloitte &  Touche LLP,Georgia,Atlanta,3411041,Pamela Blackburn,3/16/2020,GA
1304730,630,Services-social services,Social services,34.0736595,-118.0754595,HQDA Elderly Life Network Corp.,HQDA,2485,"Simon & Edward, LLP",California,Diamond Bar,248500004,Sundra Zhao,11/20/2019,CA
1482554,731,Services-computer processing & data preparation,Business services,34.0736595,-118.0754595,Hartford Great Health Corp.,NA,2485,"Simon & Edward, LLP",California,Diamond Bar,248500004,Sundra Zhao,11/20/2019,CA
1335258,1231,Services-amusement & recreation services,Amusement and recreational services,34.0742157,-118.3985559,"Live Nation Entertainment, Inc.",LYV,42,Ernst & Young LLP,California,Los Angeles,4203189,Marc Warshal,3/17/2020,CA
1083446,1231,Services-management consulting services,Engineering and management services,34.0755626,-118.1227374,"Apollo Medical Holdings, Inc.",AMEH,243,"BDO USA, LLP",California,Los Angeles,24311770,John Barry,3/17/2020,CA
1006028,731,Miscellaneous chemical products,Chemicals and allied products,34.0792391,-117.5838854,"PURE Bioscience, Inc.",PURE,199,Mayer Hoffman McCann P.C.,California,San Diego,19900027,Craig Jurecka,11/1/2019,CA
1459482,531,Services-educational services,Educational services,34.0801846,-118.1028036,"Chineseinvestors.com, Inc",NA,5041,B F Borgers CPA PC,Colorado,Lakewood,504100003,Eric Lien,2/12/2020,CA
808326,930,Semiconductors & related devices,Electrical and electronic equipment,34.0821105,-118.1457295,EMCORE Corporation,EMKR,185,KPMG LLP,California,Irvine,18500636,Michael Polenzani,12/23/2019,CA
1653558,1231,"Services-business services, nec",Business services,34.0836873,-84.2746096,"Priority Technology Holdings, Inc.",PRTH; PRTHU; PRTHW,49,RSM US LLP,Georgia,Atlanta,4961695,Henry Niden,4/3/2019,GA
1652958,1231,Services-home health care services,Health services,34.0839517,-118.3825343,Pierre Corp.,NA,1976,"LBB & Associates Ltd., LLP",Texas,Houston,197688001,Carlos Lopez,4/9/2019,CA
1297184,1231,Pharmaceutical preparations,Chemicals and allied products,34.0853075,-117.5518777,"Amphastar Pharmaceuticals, Inc.",AMPH,42,Ernst & Young LLP,California,Los Angeles,4201401,Saburo Ito,3/27/2019,CA
1606498,1231,"Orthopedic, prosthetic & surgical appliances & supplies",Instruments and related products,34.086981,-84.272542,"Avanos Medical, Inc.",AVNS,34,Deloitte &  Touche LLP,Georgia,Atlanta,3411226,Jason Rigsby,3/24/2020,GA
1422768,630,Retail-apparel & accessory stores,Apparel and accessory stores,34.0880898,-118.3794525,Almost Never Films Inc.,HLWD,2485,"Simon & Edward, LLP",California,DIAMOND BAR,248500002,Mei-Yao Lin-Lin,11/1/2019,CA
1517498,1231,"Wholesale-drugs, proprietaries & druggists' sundries",Wholesale trade--nondurable goods,34.0895596,-117.8813389,"Merion, Inc.",EWLU,2388,"Wei, Wei & Co., LLP",New York,Flushing,238800003,Donald Damore,4/16/2019,CA
1491419,331,Retail-eating places,Eating and drinking places,34.0898106,-118.3928048,"LIVEXLIVE MEDIA, INC.",LIVX,243,"BDO USA, LLP",California,Los Angeles,24311779,Alessandro Iacobelli,6/27/2019,CA
1284196,1231,Blank checks,Holding and other investment offices,34.0917722,-118.1416533,MADISON AVE HOLDINGS INC,NA,822,Michael T. Studer CPA P.C.,New York,Freeport,82200001,Michael Studer,4/16/2019,CA
1267602,1231,Pharmaceutical preparations,Chemicals and allied products,34.0939097,-84.2429442,"Alimera Sciences, Inc.",ALIM,248,Grant Thornton LLP,Georgia,Atlanta,24800087,Joseph Heatherly,3/11/2020,GA
1674930,1231,Services-medical laboratories,Health services,34.0961945,-118.0280775,"Fulgent Genetics, Inc.",FLGT,34,Deloitte &  Touche LLP,California,Los Angeles,3411500,Michael Lundberg,4/19/2019,CA
1771087,630,NA,NA,34.0974327,-118.3192925,ParagonCoin Limited,NA,229,Daszkal Bolton LLP,Florida,Boca Raton,22900271,Scott Walters,4/1/2019,CA
836809,630,Radio & tv broadcasting & communications equipment,Electrical and electronic equipment,34.098364,-118.3356248,"AfterMaster, Inc.",AFTM,457,Haynie & Company,Utah,Salt Lake City,45763911,Mark Anderson,10/30/2019,CA
1750777,630,Photographic equipment & supplies,Instruments and related products,34.0985245,-118.3449325,"Hawkeye Systems, Inc.",NA,5041,B F Borgers CPA PC,Colorado,Lakewood,504100001,Ben Borgers,12/18/2019,CA
1776909,1231,Blank checks,Holding and other investment offices,34.0994235,-118.3914406,"Software Acquisition Group, Inc.",SAQNU; 9797B; SAQN; SAQNW,688,Marcum LLP,New York,New York,68800157,Janet Levy,3/23/2020,CA
1084048,1231,Telegraph & other message communications,Communications,34.1006566,-118.3410549,"J2 Global, Inc.",JCOM,243,"BDO USA, LLP",California,Los Angeles,24311310,Gary Raikin,3/4/2020,CA
92116,1231,Water supply,"Electric, gas, and sanitary services",34.1221117,-117.79581,Golden State Water CO,AWR1,238,PricewaterhouseCoopers LLP,California,Los Angeles,23800007,Daniel Ryan McGill,3/11/2020,CA
1056903,1231,Water supply,"Electric, gas, and sanitary services",34.1221117,-117.79581,AMERICAN STATES WATER CO,AWR,238,PricewaterhouseCoopers LLP,California,Los Angeles,23800007,Daniel Ryan McGill,3/11/2020,CA
1636051,930,Metal mining,Metal mining,34.1260788,-118.0576166,Fuse Group Holding Inc.,NA,4054,Prager Metis CPAs LLP,California,El Segundo,405400002,Ahmed Mohidin,2/10/2020,CA
718937,103,Ophthalmic goods,Instruments and related products,34.1299153,-118.0008203,STAAR Surgical Company,STAA,243,"BDO USA, LLP",California,Los Angeles,24311127,Carla Freeman,3/2/2020,CA
1424929,103,"Motorcycles, bicycles & parts",Transportation equipment,34.1302038,-83.7656823,Fox Factory Holding Corp.,FOXF,248,Grant Thornton LLP,California,San Francisco,24800251,Rimma Tabakh,3/20/2020,GA
887596,1231,Retail-eating places,Eating and drinking places,34.1370393,-118.7113329,The Cheesecake Factory Incorporated,CAKE,185,KPMG LLP,California,Los Angeles,18500663,Charity Manley,3/15/2019,CA
890564,1231,Services-help supply services,Business services,34.138352,-118.7061768,ASGN Inc,ASGN,34,Deloitte &  Touche LLP,California,Los Angeles,3411460,James Mills,3/23/2020,CA
879407,930,Pharmaceutical preparations,Chemicals and allied products,34.1418984,-118.1335263,"Arrowhead Pharmaceuticals, Inc.",ARWR,468,"Rose, Snyder & Jacobs LLP",California,Encino,46800005,Damien Pineda,11/26/2019,CA
897078,1231,Services-prepackaged software,Business services,34.1426422,-118.7032291,"Textmunication Holdings, Inc.",KOAN,6285,"Boyle CPA, LLC",New Jersey,Bayville,628503320,Robert Boyle,6/3/2019,CA
919175,630,Wholesale-paper & paper products,Wholesale trade--nondurable goods,34.1431291,-117.9885859,"Sugarmade, Inc.",SGMD,454,"L&L CPAS, PA",Florida,Plantation,45400004,Andy Chow,11/10/2019,CA
